Year,Month,Day,Dayth,Hour,Minute,Second,ghi,dni,dif,sza,NO2,press,albedo,ang_alpha,ang_beta,aod550,aod700,broadbandaod,ozone,wv,Tem,Tdpt,aerosol_scattering,TL2R,TL2D,TL2I,TL2Gu,TL2M,TL2Gr
2015,1,20,20,5,40,0,854.9736,945.23,116.77,0.674567,1.01722583570479e-17,978.9493,0.14441,0.68784,0.04886,0.073718,0.06245,0.061208,0.27369,3.55581,28.244,15.301,0.07032,3.24792,4.30588,3.26578,3.61152,3.25412,2.66927
2015,1,20,20,5,41,0,856.9565,951.43,116,0.678075,1.01714638380637e-17,978.9567,0.14451,0.68772,0.0491,0.074062,0.062743,0.06149,0.27368,3.55462,28.2276,15.302,0.07065,3.25156,4.30549,3.2684,3.61428,3.25695,2.67254
2015,1,20,20,5,43,0,843.41519,938.54,116.65,0.685098,1.01698715109679e-17,978.9718,0.14471,0.68748,0.04955,0.07473,0.063313,0.062037,0.27367,3.55225,28.1942,15.3039,0.07127,3.25861,4.30443,3.27348,3.61956,3.26239,2.67886
2015,1,20,20,5,44,0,836.64542,929.71,118.79,0.688613,1.0169073709617e-17,978.9795,0.14481,0.68736,0.04976,0.075052,0.063588,0.062301,0.27366,3.55107,28.1773,15.3049,0.07157,3.26201,4.30373,3.27592,3.62205,3.26499,2.6819
2015,1,20,20,5,46,0,824.7654,910.28,126,0.695649,1.01674748476104e-17,978.995,0.14502,0.68716,0.05018,0.075668,0.064113,0.062804,0.27364,3.54872,28.143,15.3068,0.07215,3.26849,4.30197,3.28057,3.62669,3.26988,2.68772
2015,1,20,20,5,47,0,777.68072,844.2,131.55,0.69917,1.01666737937162e-17,979.0028,0.14513,0.68706,0.05037,0.075961,0.064362,0.063042,0.27363,3.54755,28.1256,15.3078,0.07243,3.27156,4.30089,3.28278,3.62882,3.27217,2.69047
2015,1,20,20,5,49,0,799.78655,866.98,140.17,0.706219,1.01650684564457e-17,979.0187,0.14535,0.68689,0.05074,0.076512,0.064832,0.063491,0.27362,3.54521,28.0902,15.3098,0.07294,3.27733,4.29825,3.28692,3.63267,3.27638,2.69565
2015,1,20,20,5,50,0,766.50958,826.72,139.42,0.709746,1.01642641798314e-17,979.0268,0.14546,0.68681,0.05092,0.076768,0.06505,0.063699,0.27361,3.54404,28.0721,15.3108,0.07319,3.28,4.29669,3.28884,3.63436,3.27829,2.69806
2015,1,20,20,5,52,0,821.49218,909.04,136.16,0.716807,1.01626524269438e-17,979.0432,0.14569,0.68667,0.05123,0.077241,0.065453,0.064081,0.2736,3.54172,28.0354,15.3128,0.07363,3.28491,4.29301,3.29235,3.63725,3.28167,2.70247
2015,1,20,20,5,54,0,777.5754,847.98,142.23,0.723874,1.0161036430115e-17,979.0599,0.14592,0.68657,0.05151,0.077653,0.065804,0.064413,0.27359,3.5394,27.9978,15.3149,0.07402,3.28916,4.28854,3.29539,3.63942,3.28442,2.7063
2015,1,20,20,5,55,0,770.43521,834.35,147.26,0.72741,1.01602268485749e-17,979.0684,0.14604,0.68652,0.05163,0.077835,0.065959,0.064559,0.27359,3.53825,27.9787,15.3159,0.07419,3.29102,4.28599,3.29672,3.64021,3.28554,2.70798
2015,1,20,20,5,57,0,754.22045,808.18,154.41,0.734488,1.01586045355403e-17,979.0856,0.14628,0.68646,0.05184,0.078147,0.066224,0.064806,0.27358,3.53594,27.9396,15.3181,0.07448,3.29416,4.28019,3.29895,3.64116,3.28721,2.71082
2015,1,20,20,5,58,0,790.66732,864.91,150.81,0.738029,1.01577918108091e-17,979.0943,0.1464,0.68644,0.05193,0.078276,0.066333,0.064907,0.27358,3.5348,27.9197,15.3191,0.0746,3.29543,4.27692,3.29985,3.64129,3.28775,2.71198
2015,1,20,20,6,0,0,769.20424,851.6,143.27,0.745115,1.01561632412154e-17,979.1121,0.14666,0.68642,0.05206,0.078473,0.066501,0.06506,0.27358,3.53251,27.879,15.3213,0.07479,3.29733,4.26962,3.30118,3.64085,3.2882,2.71371
2015,1,20,20,6,1,0,786.94236,880.66,141.77,0.748661,1.01553474031166e-17,979.1211,0.14679,0.68643,0.05211,0.078551,0.066567,0.065118,0.27358,3.53136,27.8582,15.3224,0.07486,3.29803,4.26568,3.30167,3.64037,3.28818,2.71437
2015,1,20,20,6,3,0,778.80649,870.95,144.97,0.755756,1.01537126366105e-17,979.1394,0.14706,0.68651,0.05221,0.078701,0.066693,0.065229,0.27358,3.52901,27.816,15.3246,0.075,3.29936,4.25769,3.30261,3.63928,3.28806,2.7156
2015,1,20,20,6,4,0,740.26683,816.58,147.99,0.759306,1.01528937149675e-17,979.1486,0.1472,0.68657,0.05225,0.078774,0.066754,0.065282,0.27357,3.52782,27.7944,15.3256,0.07507,3.29999,4.25365,3.30306,3.63868,3.28795,2.71618
2015,1,20,20,6,6,0,780.66716,874.67,150.55,0.766409,1.01512528111958e-17,979.1673,0.14749,0.68675,0.05234,0.078914,0.06687,0.065382,0.27357,3.52539,27.7506,15.3277,0.0752,3.30115,4.24545,3.30391,3.63738,3.28764,2.71727
2015,1,20,20,6,7,0,776.51707,869.07,152.58,0.769963,1.0150430835832e-17,979.1768,0.14764,0.68687,0.05238,0.078982,0.066925,0.06543,0.27357,3.52415,27.7283,15.3287,0.07527,3.30169,4.24131,3.30431,3.63668,3.28744,2.71778
2015,1,20,20,6,8,0,787.47768,883.11,155.65,0.773518,1.01496078490506e-17,979.1864,0.14779,0.687,0.05242,0.079049,0.066979,0.065476,0.27357,3.52291,27.7058,15.3296,0.07533,3.3022,4.23713,3.30471,3.63595,3.28721,2.71826
2015,1,20,20,6,9,0,745.37144,822.17,159.19,0.777073,1.01487838544414e-17,979.196,0.14795,0.68714,0.05246,0.079113,0.067032,0.065521,0.27357,3.52166,27.683,15.3306,0.07539,3.30269,4.23292,3.30508,3.63518,3.28696,2.71873
2015,1,20,20,6,11,0,703.20173,750.82,171.65,0.784189,1.01471328544419e-17,979.2155,0.14827,0.68748,0.05253,0.079239,0.067133,0.065606,0.27357,3.51913,27.6367,15.3325,0.07551,3.3036,4.22441,3.3058,3.63355,3.28636,2.71959
2015,1,20,20,6,12,0,675.235,708.37,175.52,0.787748,1.01463058558175e-17,979.2254,0.14844,0.68766,0.05257,0.079299,0.067181,0.065646,0.27357,3.51785,27.6132,15.3334,0.07556,3.30402,4.22012,3.30615,3.6327,3.28602,2.71999
2015,1,20,20,6,14,0,699.76342,757.11,169.5,0.794869,1.01446488776104e-17,979.2455,0.14878,0.68808,0.05263,0.079417,0.067274,0.065722,0.27357,3.51528,27.5654,15.3352,0.07567,3.30479,4.21145,3.3068,3.63089,3.28526,2.72074
2015,1,20,20,6,15,0,745.46207,834.13,163.38,0.798431,1.01438189047941e-17,979.2557,0.14895,0.68831,0.05266,0.079473,0.067318,0.065758,0.27357,3.51399,27.5411,15.3361,0.07573,3.30515,4.20707,3.30711,3.62995,3.28485,2.72108
2015,1,20,20,6,17,0,756.25339,857.71,162.11,0.805558,1.01421560080263e-17,979.2763,0.14931,0.6888,0.05272,0.079583,0.067403,0.065825,0.27357,3.51141,27.4919,15.3379,0.07583,3.3058,4.19825,3.30769,3.62799,3.28394,2.72172
2015,1,20,20,6,18,0,672.38512,730.75,168.07,0.809123,1.01413230908415e-17,979.2868,0.1495,0.68906,0.05275,0.079636,0.067443,0.065857,0.27357,3.51011,27.4669,15.3388,0.07588,3.3061,4.1938,3.30797,3.62697,3.28345,2.72201
2015,1,20,20,6,20,0,682.89099,736.05,178.73,0.816255,1.01396543351596e-17,979.308,0.14987,0.68961,0.0528,0.079738,0.067521,0.065918,0.27357,3.50752,27.4163,15.3406,0.07598,3.30664,4.18484,3.3085,3.62486,3.28241,2.72255
2015,1,20,20,6,21,0,670.61449,713.29,183.9,0.819822,1.01388185034298e-17,979.3187,0.15007,0.6899,0.05282,0.079788,0.067559,0.065946,0.27356,3.50623,27.3906,15.3414,0.07602,3.30688,4.18033,3.30875,3.62377,3.28186,2.7228
2015,1,20,20,6,23,0,683.71167,713.04,200.9,0.826958,1.01371439484806e-17,979.3406,0.15046,0.6905,0.05287,0.079884,0.06763,0.066,0.27356,3.50365,27.3386,15.3432,0.07611,3.30733,4.17125,3.30923,3.62153,3.28069,2.72326
2015,1,20,20,6,25,0,594.95293,560.43,218.43,0.834097,1.01354655604902e-17,979.3628,0.15087,0.69114,0.05291,0.079976,0.067698,0.066049,0.27356,3.50109,27.2856,15.345,0.0762,3.30772,4.1621,3.30968,3.61921,3.27944,2.72366
2015,1,20,20,6,26,0,601.7718,561.78,225.83,0.837668,1.01346249374594e-17,979.3741,0.15107,0.69147,0.05293,0.080021,0.06773,0.066072,0.27356,3.49983,27.2588,15.3459,0.07624,3.30789,4.1575,3.3099,3.61802,3.27879,2.72385
2015,1,20,20,6,28,0,520.34863,446.71,223.79,0.844811,1.0132940849613e-17,979.3969,0.15149,0.69215,0.05296,0.080108,0.067793,0.066116,0.27356,3.49731,27.2045,15.3477,0.07632,3.3082,4.14825,3.31031,3.6156,3.27743,2.72418
2015,1,20,20,6,29,0,557.99068,513.63,218.38,0.848383,1.0132097391566e-17,979.4086,0.1517,0.6925,0.05298,0.08015,0.067823,0.066136,0.27356,3.49607,27.177,15.3486,0.07636,3.30835,4.14361,3.31051,3.61436,3.27673,2.72434
2015,1,20,20,6,31,0,691.83472,746.6,202.2,0.855529,1.01304076635104e-17,979.4321,0.15214,0.69321,0.05301,0.080233,0.067881,0.066175,0.27356,3.49362,27.1214,15.3505,0.07644,3.3086,4.13429,3.31089,3.61185,3.27528,2.72462
2015,1,20,20,6,32,0,484.65212,445.13,193.93,0.859103,1.01295614002708e-17,979.4441,0.15236,0.69357,0.05303,0.080273,0.067909,0.066193,0.27356,3.49241,27.0932,15.3514,0.07648,3.30871,4.12961,3.31107,3.61057,3.27453,2.72475
2015,1,20,20,6,34,0,657.55987,715.7,194.01,0.866251,1.01278660916527e-17,979.4683,0.15281,0.6943,0.05305,0.080351,0.067963,0.066227,0.27356,3.49003,27.0363,15.3534,0.07655,3.30892,4.12022,3.31143,3.60798,3.27299,2.72499
2015,1,20,20,6,35,0,661.88735,734.29,188.3,0.869826,1.01270170530437e-17,979.4806,0.15304,0.69467,0.05307,0.080389,0.067989,0.066243,0.27356,3.48887,27.0075,15.3543,0.07659,3.30901,4.11552,3.3116,3.60667,3.2722,2.7251
2015,1,20,20,6,37,0,648.59887,738.35,176.44,0.876977,1.01253162235099e-17,979.5056,0.1535,0.69541,0.05309,0.080464,0.06804,0.066273,0.27356,3.48659,26.9492,15.3564,0.07666,3.30918,4.10608,3.31194,3.60403,3.27059,2.72531
2015,1,20,20,6,39,0,673.50507,802.42,164.8,0.884129,1.01236117465026e-17,979.5311,0.15397,0.69616,0.05312,0.080536,0.068089,0.066301,0.27356,3.48438,26.8902,15.3585,0.07673,3.30933,4.09663,3.31227,3.60135,3.26893,2.72549
2015,1,20,20,6,40,0,669.29752,807.07,159.88,0.887705,1.01227581485522e-17,979.544,0.15421,0.69654,0.05313,0.080572,0.068113,0.066315,0.27356,3.4833,26.8603,15.3596,0.07676,3.3094,4.09189,3.31243,3.6,3.26809,2.72559
2015,1,20,20,6,42,0,664.0182,817.51,152.56,0.894858,1.01210482500405e-17,979.5702,0.15469,0.69729,0.05315,0.080642,0.06816,0.06634,0.27356,3.48122,26.8,15.3618,0.07683,3.30954,4.08241,3.31275,3.59729,3.26637,2.72576
2015,1,20,20,6,43,0,653.44016,807.02,150.8,0.898435,1.01201919562498e-17,979.5835,0.15494,0.69766,0.05316,0.080677,0.068184,0.066352,0.27356,3.48021,26.7695,15.363,0.07686,3.30961,4.07767,3.31291,3.59593,3.26551,2.72585
2015,1,20,20,6,45,0,648.72589,807.58,150.27,0.90559,1.01184766958804e-17,979.6106,0.15543,0.69839,0.05318,0.080745,0.068229,0.066375,0.27356,3.47827,26.708,15.3653,0.07692,3.30975,4.06819,3.31324,3.59321,3.26375,2.72602
2015,1,20,20,6,46,0,646.71103,806.98,150.9,0.909167,1.01176177360728e-17,979.6243,0.15568,0.69876,0.0532,0.080779,0.068252,0.066387,0.27356,3.47733,26.6769,15.3666,0.07695,3.30982,4.06345,3.3134,3.59184,3.26287,2.72611
2015,1,20,20,6,48,0,634.69165,791.29,153,0.916322,1.01158971734924e-17,979.6521,0.15619,0.69948,0.05322,0.080846,0.068297,0.066408,0.27356,3.47555,26.6142,15.3691,0.07702,3.30998,4.05397,3.31373,3.58912,3.26108,2.72629
2015,1,20,20,6,49,0,625.77758,777.55,154.66,0.9199,1.01150355774913e-17,979.6663,0.15644,0.69983,0.05323,0.08088,0.068319,0.066419,0.27356,3.4747,26.5826,15.3705,0.07705,3.31006,4.04924,3.3139,3.58776,3.26018,2.72638
2015,1,20,20,6,51,0,609.5881,748.94,160.08,0.927055,1.01133097723467e-17,979.6949,0.15696,0.70052,0.05325,0.080946,0.068364,0.06644,0.27356,3.47309,26.5187,15.3732,0.07711,3.31024,4.03979,3.31424,3.58505,3.25838,2.72658
2015,1,20,20,6,52,0,588.81481,713.52,162.61,0.930632,1.01124455699754e-17,979.7095,0.15722,0.70086,0.05326,0.08098,0.068387,0.066451,0.27356,3.47233,26.4864,15.3746,0.07715,3.31033,4.03508,3.31441,3.5837,3.25747,2.72669
2015,1,20,20,6,53,0,582.08068,701.3,165.19,0.93421,1.01115805052964e-17,979.7242,0.15748,0.70119,0.05327,0.081013,0.068409,0.066461,0.27356,3.4716,26.454,15.3761,0.07718,3.31044,4.03037,3.31459,3.58236,3.25656,2.7268
2015,1,20,20,6,54,0,565.8754,672.96,167.77,0.937787,1.01107145819135e-17,979.739,0.15774,0.70151,0.05328,0.081046,0.068432,0.066471,0.27355,3.47091,26.4214,15.3776,0.07721,3.31055,4.02567,3.31478,3.58102,3.25566,2.72691
2015,1,20,20,6,56,0,544.76827,635.6,172.44,0.944942,1.01089801717103e-17,979.7692,0.15827,0.70214,0.05331,0.081113,0.068478,0.066493,0.27355,3.46963,26.3556,15.3807,0.07727,3.3108,4.01629,3.31516,3.57838,3.25385,2.72717
2015,1,20,20,6,57,0,524.87235,602.11,173.91,0.948519,1.01081116916628e-17,979.7845,0.15854,0.70244,0.05332,0.081147,0.068502,0.066503,0.27355,3.46904,26.3224,15.3823,0.07731,3.31094,4.01162,3.31536,3.57707,3.25294,2.72731
2015,1,20,20,6,59,0,480.64259,527.87,176.03,0.955672,1.01063721979535e-17,979.8155,0.15908,0.70301,0.05335,0.081215,0.06855,0.066525,0.27355,3.46798,26.2555,15.3856,0.07737,3.31126,4.00231,3.31577,3.57448,3.25114,2.72762
2015,1,20,20,7,0,0,521.90425,596.4,179.49,0.959249,1.01055011910649e-17,979.8313,0.15935,0.70328,0.05336,0.081249,0.068574,0.066537,0.27355,3.46751,26.2218,15.3874,0.0774,3.31143,3.99767,3.31598,3.57321,3.25025,2.72778
2015,1,20,20,7,2,0,460.70155,483.07,186.19,0.966401,1.01037566734962e-17,979.8638,0.15992,0.70381,0.05339,0.081319,0.068624,0.06656,0.27356,3.46664,26.153,15.3913,0.07747,3.3118,3.98843,3.31643,3.57068,3.24846,2.72814
2015,1,20,20,7,3,0,488.59964,524.96,191.83,0.969977,1.01028831695898e-17,979.8808,0.16021,0.70408,0.0534,0.081355,0.06865,0.066572,0.27356,3.46623,26.1178,15.3936,0.07751,3.312,3.98382,3.31666,3.56942,3.24757,2.72832
2015,1,20,20,7,5,0,547.63161,618.57,201.6,0.977128,1.01011336878085e-17,979.916,0.16083,0.70462,0.05343,0.081427,0.068702,0.066596,0.27356,3.46547,26.0456,15.3988,0.07757,3.3124,3.97461,3.31714,3.56692,3.24576,2.7287
2015,1,20,20,7,6,0,541.12885,607.45,203.12,0.980703,1.01002577167077e-17,979.9342,0.16115,0.70489,0.05345,0.081463,0.068728,0.066608,0.27356,3.4651,26.0088,15.4017,0.07761,3.31261,3.97001,3.31738,3.56567,3.24486,2.72889
2015,1,20,20,7,8,0,556.99941,651.37,198.43,0.987851,1.00985033303605e-17,979.9718,0.16182,0.70543,0.05348,0.081537,0.068782,0.066632,0.27357,3.46442,25.9336,15.4079,0.07768,3.31304,3.96083,3.31787,3.56319,3.24303,2.72929
2015,1,20,20,7,10,0,581.31087,728.94,184.4,0.994998,1.00967457074398e-17,980.011,0.16251,0.70597,0.05351,0.081612,0.068835,0.066656,0.27357,3.46379,25.8564,15.4149,0.07775,3.31349,3.95167,3.31838,3.56071,3.24118,2.7297
2015,1,20,20,7,11,0,581.32404,747.98,176.29,0.998571,1.00958656906225e-17,980.0311,0.16287,0.70624,0.05353,0.081649,0.068862,0.066668,0.27358,3.4635,25.8171,15.4186,0.07779,3.31371,3.94709,3.31863,3.55947,3.24025,2.72991
2015,1,20,20,7,13,0,542.26993,704.69,164.92,1.005716,1.00941032625472e-17,980.0723,0.1636,0.70678,0.05356,0.081724,0.068917,0.066691,0.27359,3.46293,25.7373,15.4264,0.07786,3.31417,3.93795,3.31915,3.557,3.23837,2.73033
2015,1,20,20,7,14,0,385.09141,420.05,161.43,1.009288,1.00932208580645e-17,980.0934,0.16398,0.70705,0.05358,0.081761,0.068944,0.066702,0.27359,3.46267,25.6967,15.4306,0.0779,3.3144,3.93337,3.31941,3.55576,3.23741,2.73054
2015,1,20,20,7,16,0,467.54145,593.5,155.12,1.016429,1.00914536844814e-17,980.1366,0.16475,0.70759,0.05361,0.081836,0.068998,0.066724,0.2736,3.46217,25.6144,15.4392,0.07797,3.31486,3.92423,3.31993,3.55329,3.23548,2.73096
2015,1,20,20,7,17,0,475.49166,616.34,152.92,1.019999,1.00905689221566e-17,980.1586,0.16514,0.70786,0.05362,0.081874,0.069025,0.066735,0.27361,3.46193,25.5726,15.4437,0.07801,3.31509,3.91967,3.32019,3.55206,3.2345,2.73118
2015,1,20,20,7,19,0,486.50871,656.25,147.05,1.027138,1.00887970627125e-17,980.2035,0.16594,0.7084,0.05366,0.081948,0.069079,0.066755,0.27362,3.46147,25.4881,15.453,0.07808,3.31554,3.91053,3.32071,3.54958,3.23252,2.73159
2015,1,20,20,7,20,0,510.01886,713.69,143.03,1.030706,1.00879099723691e-17,980.2263,0.16634,0.70867,0.05367,0.081985,0.069105,0.066764,0.27362,3.46125,25.4453,15.4578,0.07812,3.31577,3.90596,3.32097,3.54834,3.23151,2.7318
2015,1,20,20,7,22,0,507.1204,735.73,133.31,1.037841,1.00861334867107e-17,980.2727,0.16716,0.7092,0.0537,0.082058,0.069158,0.066782,0.27364,3.46083,25.3587,15.4676,0.07819,3.31622,3.89681,3.32148,3.54585,3.22945,2.73221
2015,1,20,20,7,24,0,515.80754,777.94,125.34,1.044973,1.00843539500465e-17,980.32,0.16799,0.70973,0.05373,0.082129,0.069209,0.066798,0.27365,3.46042,25.271,15.4778,0.07826,3.31666,3.88765,3.32199,3.54335,3.22735,2.73261
2015,1,20,20,7,25,0,510.77415,779.78,121.79,1.048538,1.00834630459462e-17,980.344,0.16841,0.71,0.05375,0.082165,0.069235,0.066805,0.27365,3.46023,25.2267,15.4829,0.07829,3.31687,3.88307,3.32224,3.5421,3.22628,2.73281
2015,1,20,20,7,27,0,515.54687,810.39,116.31,1.055667,1.00816789824789e-17,980.3925,0.16926,0.71053,0.05377,0.082234,0.069284,0.066818,0.27367,3.45984,25.1373,15.4934,0.07836,3.31729,3.87389,3.32272,3.53958,3.2241,2.73319
2015,1,20,20,7,28,0,507.79406,802.51,114.93,1.059229,1.0080785829889e-17,980.4171,0.16968,0.71079,0.05379,0.082268,0.069308,0.066823,0.27368,3.45965,25.0923,15.4988,0.07839,3.31749,3.8693,3.32296,3.53831,3.22299,2.73338
2015,1,20,20,7,30,0,455.90037,703.82,115.73,1.066353,1.00789972992655e-17,980.4666,0.17054,0.71132,0.05381,0.082335,0.069356,0.066832,0.27369,3.45926,25.0016,15.5095,0.07846,3.31788,3.86009,3.32342,3.53577,3.22072,2.73373
2015,1,20,20,7,31,0,369.16359,528.1,115.57,1.069914,1.00781019280093e-17,980.4916,0.17097,0.71158,0.05383,0.082367,0.069379,0.066835,0.2737,3.45907,24.9559,15.5149,0.07849,3.31807,3.85548,3.32365,3.53449,3.21955,2.7339
2015,1,20,20,7,33,0,431.7635,652.87,122.34,1.077032,1.00763089898763e-17,980.5419,0.17182,0.7121,0.05385,0.08243,0.069423,0.06684,0.27371,3.45868,24.8641,15.5258,0.07855,3.31842,3.84624,3.32408,3.53191,3.21718,2.73423
2015,1,20,20,7,34,0,438.69359,665.97,125.15,1.080591,1.00754114297772e-17,980.5673,0.17225,0.71236,0.05386,0.08246,0.069444,0.066841,0.27372,3.45849,24.818,15.5312,0.07858,3.31859,3.84161,3.32429,3.53061,3.21597,2.73438
2015,1,20,20,7,36,0,441.26747,668.75,130.62,1.087704,1.00736141437815e-17,980.6182,0.1731,0.71287,0.05388,0.082519,0.069485,0.06684,0.27373,3.45808,24.7252,15.542,0.07864,3.3189,3.83233,3.32469,3.528,3.21348,2.73466
2015,1,20,20,7,37,0,434.46542,654.24,132.62,1.09126,1.00727144246629e-17,980.6438,0.17353,0.71313,0.0539,0.082547,0.069505,0.066838,0.27374,3.45787,24.6787,15.5474,0.07867,3.31904,3.82767,3.32488,3.52668,3.21221,2.7348
2015,1,20,20,7,38,0,453.73098,696.34,134.66,1.094814,1.00718139923477e-17,980.6695,0.17395,0.71338,0.0539,0.082575,0.069523,0.066836,0.27374,3.45766,24.6321,15.5528,0.07869,3.31917,3.82301,3.32506,3.52536,3.21092,2.73492
2015,1,20,20,7,39,0,433.81484,656.51,135.07,1.098368,1.00709128504513e-17,980.6952,0.17437,0.71363,0.05391,0.082601,0.069542,0.066832,0.27375,3.45744,24.5853,15.5582,0.07872,3.3193,3.81834,3.32524,3.52403,3.2096,2.73504
2015,1,20,20,7,41,0,413.1669,615.51,136.98,1.105472,1.0069108450566e-17,980.7468,0.17521,0.71413,0.05393,0.082652,0.069576,0.066822,0.27376,3.45698,24.4917,15.5688,0.07877,3.31952,3.80897,3.32556,3.52134,3.20691,2.73525
2015,1,20,20,7,42,0,421.10937,635.48,137.98,1.109023,1.00682051993558e-17,980.7726,0.17562,0.71438,0.05394,0.082675,0.069591,0.066816,0.27377,3.45673,24.4448,15.574,0.07879,3.31962,3.80426,3.32571,3.51999,3.20552,2.73534
2015,1,20,20,7,44,0,440.94048,686.25,139.56,1.116122,1.00663966106658e-17,980.8243,0.17644,0.71487,0.05395,0.08272,0.069621,0.066799,0.27378,3.45623,24.3508,15.5842,0.07883,3.31978,3.79483,3.32599,3.51726,3.20269,2.73549
2015,1,20,20,7,45,0,441.41387,691.99,139.72,1.119669,1.00654912799651e-17,980.8502,0.17684,0.71511,0.05396,0.082741,0.069634,0.066789,0.27379,3.45596,24.3039,15.5893,0.07885,3.31984,3.79009,3.32611,3.51588,3.20123,2.73556
2015,1,20,20,7,47,0,425.11032,663.15,140.23,1.126761,1.00636785621171e-17,980.9017,0.17764,0.71559,0.05397,0.082779,0.069658,0.066765,0.2738,3.4554,24.2099,15.5991,0.07889,3.31993,3.78058,3.32633,3.51309,3.19825,2.73565
2015,1,20,20,7,48,0,408.73155,627.96,140.98,1.130306,1.00627711817493e-17,980.9275,0.17803,0.71583,0.05397,0.082796,0.069669,0.066751,0.27381,3.4551,24.163,15.6039,0.07891,3.31996,3.77581,3.32642,3.51168,3.19671,2.73568
2015,1,20,20,7,50,0,358.45179,517.74,141.02,1.137391,1.00609543943903e-17,980.9788,0.17879,0.7163,0.05398,0.082827,0.069687,0.06672,0.27382,3.45446,24.0693,15.6132,0.07894,3.31997,3.76622,3.32657,3.50884,3.19356,2.73571
2015,1,20,20,7,51,0,270.3999,320.29,136.92,1.140933,1.00600449941787e-17,981.0044,0.17917,0.71653,0.05398,0.082841,0.069695,0.066702,0.27382,3.45413,24.0225,15.6177,0.07895,3.31995,3.76141,3.32663,3.5074,3.19194,2.73571
2015,1,20,20,7,53,0,320.54155,450.55,135.68,1.148011,1.00582241969552e-17,981.0552,0.1799,0.71699,0.05398,0.082865,0.069707,0.066663,0.27383,3.45341,23.9293,15.6263,0.07898,3.31988,3.75174,3.32672,3.5045,3.18862,2.73566
2015,1,20,20,7,55,0,342.07162,518.03,132.87,1.155085,1.00564007596259e-17,981.1056,0.18061,0.71744,0.05397,0.082883,0.069714,0.066617,0.27384,3.45264,23.8365,15.6344,0.07899,3.31975,3.742,3.32675,3.50155,3.18516,2.73557
2015,1,20,20,7,56,0,329.02828,496.97,129.94,1.15862,1.00554880592822e-17,981.1306,0.18095,0.71767,0.05397,0.082889,0.069716,0.066592,0.27384,3.45222,23.7903,15.6382,0.079,3.31966,3.73711,3.32675,3.50006,3.18339,2.7355
2015,1,20,20,7,58,0,318.13416,492.12,124.18,1.165687,1.00536607114997e-17,981.1802,0.18161,0.7181,0.05396,0.082899,0.069717,0.066538,0.27385,3.45135,23.6983,15.6454,0.07901,3.31944,3.72728,3.3267,3.49705,3.17974,2.73532
2015,1,20,20,7,59,0,271.45619,386.69,120.31,1.169218,1.00527460708414e-17,981.2048,0.18193,0.71832,0.05396,0.082901,0.069715,0.066508,0.27385,3.45088,23.6526,15.6488,0.07901,3.3193,3.72233,3.32666,3.49553,3.17786,2.73521
2015,1,20,20,8,1,0,233.75928,306.92,115.79,1.176277,1.00509148722525e-17,981.2536,0.18255,0.71874,0.05394,0.0829,0.069707,0.066443,0.27385,3.44987,23.5613,15.6552,0.07901,3.31896,3.71238,3.32652,3.49244,3.17398,2.73493
2015,1,20,20,8,2,0,241.01024,329.83,115.31,1.179804,1.00499983211029e-17,981.2781,0.18286,0.71895,0.05393,0.082896,0.0697,0.066406,0.27386,3.44927,23.515,15.6583,0.07901,3.31874,3.70736,3.3264,3.49084,3.17197,2.73475
2015,1,20,20,8,4,0,289.29161,455.53,118.66,1.186855,1.00481633313544e-17,981.3275,0.1835,0.71934,0.05391,0.082878,0.069679,0.066325,0.27386,3.44787,23.4206,15.6648,0.07899,3.31819,3.69719,3.32609,3.48756,3.16776,2.7343
2015,1,20,20,8,5,0,289.46837,458.67,119.16,1.190378,1.00472448995368e-17,981.3523,0.18383,0.71954,0.0539,0.082865,0.069664,0.066281,0.27386,3.44707,23.3727,15.668,0.07898,3.31786,3.69205,3.32588,3.48587,3.16558,2.73403
2015,1,20,20,8,7,0,315.8528,533.48,121.26,1.19742,1.00454061782754e-17,981.4023,0.18449,0.71991,0.05386,0.082832,0.06963,0.066185,0.27387,3.44527,23.2753,15.6746,0.07894,3.31711,3.68168,3.32539,3.48241,3.16105,2.73341
2015,1,20,20,8,9,0,327.86648,576.79,121.26,1.204457,1.00435650024759e-17,981.4528,0.18517,0.72027,0.05382,0.082788,0.069588,0.066079,0.27387,3.44322,23.1763,15.6812,0.0789,3.31624,3.67119,3.3248,3.47885,3.15631,2.73269
2015,1,20,20,8,10,0,309.93815,534.15,120.36,1.207973,1.00426435024858e-17,981.4781,0.18551,0.72045,0.0538,0.082764,0.069564,0.066023,0.27387,3.44211,23.1262,15.6845,0.07887,3.31577,3.6659,3.32447,3.47704,3.15387,2.7323
2015,1,20,20,8,12,0,278.89438,456.41,119.91,1.215,1.00407986945847e-17,981.529,0.18619,0.72079,0.05375,0.082708,0.069511,0.065904,0.27387,3.43971,23.025,15.6911,0.07882,3.31473,3.65524,3.32374,3.47336,3.14882,2.73144
2015,1,20,20,8,13,0,249.80041,378.07,119.35,1.218512,1.00398753934557e-17,981.5546,0.18654,0.72096,0.05373,0.082677,0.069482,0.065842,0.27388,3.43842,22.974,15.6944,0.07879,3.31418,3.64987,3.32334,3.4715,3.14623,2.73098
